text,sentiment
0,"@edmundmlawrence @danielmgmoylan You seem to be the one with a fixation with Boris Johnson, I questioned you on your claim of “Most of the country do not support Boris Johnson” perhaps you meant The Conservative Party? As yet, you’ve failed to backup your claim. Facts matter, go get some.",1
1,@chrisdocstrange It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
2,@channelstv 1. Nigeria don’t depend on Ukraine for food\n2. A leader with vision will see this as an opportunity to boost our revenue. How do we invest and grow agriculture in Nigeria. How do you increase export.\n3. This statement is a borrowed statement from Boris Johnson.,0
3,@Mark_J_Harper @trussliz @BrandonLewis @ConorBurnsUK It was an advisory referendum\n\nA national opinion poll\n\nDo you implement every poll result without question (especially one so close)\n\n70% of those polled recently think the PM Boris Johnson should resign\n\nSo you are going to #SackSasha,-1
4,All Tories are Boris Johnson.,0
5,"Boris Johnson could learn a thing or two (in fact, probably three) from Sir David Sutchett on how to look exceptionally smart #PlatinumJubilee Service of Thanksgiving",-1
6,"@ScottBentonMP ""We could construct a relationship with the EU that more closely resembled that of Norway or Switzerland - except that we would be inside the single market council, and able to shape legislation""\n - Boris Johnson, 2012",0
7,@TheFigen Boris johnson reality enforcer....,-1
8,@SeanDickens6 @RepublicStaff @RepYork Talent and ability… President Boris Johnson 🤔,-1
9,"@ScottBentonMP ""I would vote to stay in the single market"", said Boris Johnson to Sky News in 2013.",0
10,@B1EMW @cathandfearne It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
11,@4oh4_not_found You should be impressed with her - she has to see &amp; listen to Boris Johnson every week.,-1
12,@acgrayling @Athelwulf_wulf It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
13,Boris Johnson -\na lazy: loathsome liar but not a leader.,-1
14,Is Boris Johnson Going to be there? Yes? Send Charles instead of me.,-1
15,@marcuschown @cathandfearne It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
16,"@nero_returns When Boris Johnson lied to the Queen, what authority was the Queen able to use to hold her Prime Minister to account?",-1
17,"I hear Boris Johnson is doing a reading at St,Paul’s today. What is he reading? The Dandy ?",-1
18,"@Mandoline_Blue It wasn’t her, it was Boris “the fuckup fairy” Johnson",-1
19,@PeterStefanovi2 ‘ It’s very important we support Boris Johnson if we want to see the benefits of keeping me in a job delivered.’,0
20,"@Jab64000 @SarkySage Bloody hell, who do you think you are?? Boris Johnson???",0
21,The Queen will miss the service of thanksgiving  after experiencing “some discomfort” during Thursday’s celebrations.\n\nDiscomfort no doubt brought on by Boris Johnson at the Trooping of the Colours yesterday (looking like a scarecrow - nanny obviously not around to dress him).,-1
22,If Boris Johnson is the only person alive that can deliver what you want for this country then can I suggest you have a fucking word with yourself. \n\nThe rest of us want a whole lot more. #Brexit,-1
23,@DeborahMeaden It should now be clear to all that Brexit was the most monumental act of national vandalism and economic UK self destruction. Boris Johnson and those in power who pushed Brexit have a lot to answer for. Really border down the Irish sea. Lunacy!,-1
24,"“The Queen’s net positive to negative opinion rating is +69; Boris Johnson’s, by contrast, is -42.” @guardian opinion today.",-1
25,"@wride_nicholas @dave43law And feathering their own nest when you support  Boris Johnson,  remind me how much the Tories gave to their mates during the Covid  pandemic  ?",-1
26,@mrjamesob Maybe she should concentraite on boris Johnson and his drinking cabinet buddies ? Not someone who don’t matter !,-1
27,@RobinFlavell Apart from the money Carrie what first attracted you to the Racist Boris Johnson!,-1
28,"@LBC as you say, I have an image of that attack dog owner.\n\nBulldog avatared, Brexit supporting, climate science denying, imperial measurement loving Boris Johnson supporter, with a distrust of experts.",-1
29,@kate_degerdon @MyGineration Everyone knows that Boris Johnson is a habitual and compulsive liar.\nI think it is dawning on Brexit voting members of the public that his claims for Brexit are more lies. They’ve been conned.,-1
30,"@RonSexsmith It’s the same in England.  I mean, we voted for Boris Johnson and Brexit for God’s sake! This continual drift towards right wing ideologies is worrying.",0
31,@Haggis_UK Hes talking utter shite ..a diversion tactic to protect boris johnson..its pathetic,0
32,@ProfessorShaw @joero3 It’s not been lost on Boris Johnson.,0
33,@karlanderson111 Boris Johnson is there Jim Cramer of politics.,-1
34,"@BarbaraSutton15 Boris Johnson is, by far the most despicable individual ever to become Prime Minister.\nAs loathed &amp; loved as previous PMs have all found themselves, they did what they believed to be in the nations interest.\nBoris Johnson entire career has been to serve solely his own interests.",-1
35,@EtonOldBoys Checking to see if Boris Johnson is coming.,0
36,Another week has passed &amp; #followbackfriday is here. If you see the Jubilee as a huge ‘not now’ given the cost of living crisis &amp; are continually embarrassed by the greased piglet that is Boris Johnson then send me a follow &amp; let’s #GTTO!,-1
37,@Matthew82069336 @BorisJohnson A typically Boris Johnson sweeping statement with no evidence to back it up.,-1
38,@silver1_colin @danielmgmoylan I’m sorry facts bother your echo chamber. Most of the country do not support Boris Johnson. He is disconnected from the majority.,-1
39,"@IndiaWilloughby Sadly, the EU must now view the UK: in the same way Boris Johnson is viewed by his ex wives &amp; girlfriends.\nEven if there is absolutely no hope he ""can change""... hopefully we can - sooner rather than later.",0
40,"Apart from Boris Johnson, can anyone name me anything or anyone more mind numbingly vacuous, gratuitously vapid, and utterly meaningless than that absolute tripe Love Island?",-1
41,@socialistsunday I am not bothered either way except I would rather have Queen Elizabeth as Head of State rather than President Boris Johnson.,0
42,@ladyjacq66 @dave_democracy @conorcelt She has to go to the opening of Parliament.\n\nIf she can pull out of one she can pull out of the other. The difference is one of those she’s sat down. \n\nIt’s walking she’s avoiding not Boris Johnson,0
43,@Devils_Ad007 @JMPSimor Biggest threat to our culture seems Boris Johnson and Mad Nad.,-1
44,@bugwannostra Even Boris Johnson adopted a  Labor Corban policy to pay a living wage,0
45,@MrRobertBob1 @JohnBro26716300 @TomTugendhat If @Boris_Johnson is reading from the bible at the Jubilee Thanksgiving service today why would the Queen want to be there.  Hypocritical and disrespectful after him partying the night before her husband’s funeral.,-1
46,"@Mike_Fabricant And then they all cheered Boris Johnson, and voted for France to leave the unelected EU.",1
47,@nellwriter16 No you are right.  Boris Johnson has made a mockery of the system by planting his friends and flunkies in there.,-1
48,"@ThanGenghisKhan @John_Cotter @QuondamOptimist Boris Johnson never tells a lie, and his claims during the referendum were particularly honest. There, off I go.",1
49,"So people don’t like the Monarchy, but you get rid of that and your left with a president… your telling me you’d rather Boris Johnson as our president 😂",-1
50,"@BorisJohnson NOT what you promised, then again you really didn\'t know what you were doing\n\n""All of Boris Johnson’s new post-Brexit trade deals put together will have an economic benefit of just £3 - £7 per person over the next 15 years, according to the government’s own figures""",-1
51,@AndKeyham @cannylassie27 @tim_taylor10 @ActivePatriotUK @AWordIfIMay @BorisJohnson The Rwanda idea was only meant as a joke by Boris Johnson. \nEveryone in UKIP has had a jolly good laugh about it. \nNow can we please start talking about how to halt mass immigration into Britain across the English Channel. \nTime to join the UKIP Patriots. \n@SaveBritainUKIP,1
52,@MMHythe @binaryhands1 @theRealRayThomp @UKLabour We voted Boris Johnson in.. do you still want the general public to vote?,1
53,@DianaWe61524122 @greggwatson90 Did Boris Johnson nearly die of Covid?,0
54,"@OptimisticLyon @GingerMotty @Devils_Ad007 @JMPSimor The terrorist who did that was born in Manchester, like Pritti Patel he was 1st generation British and unlike Boris Johnson (of Turkish descent) he was born here (libyan).\nMaybe you are right about the internal security threat, Johnson, Patel...Lebdev...foreign cash.",0
55,@Dirk_KonceptGym @mygibbo @timfarron I wish I had your confidence. I can see the Tories coming back and winning for me this is late 1992.\n\nThe way I see it is that labour are only just ahead in the polls because of Boris Johnson if the Tories realise that and get rid of him then labour are screwed. Hope I’m wrong,-1
56,"@WhiteFoxYork @Haggisontoast @robbie_crossan @TheDudemaster @freida_mcintosh @ScotNational their glorious leader was literally Alex Salmond, who makes Boris Johnson look like a model of moral rectitude. He seems to be a bit airbrushed out of the official history now, funnily enough",0
57,@paulwaugh Apart from this thread deteriorating in Republicanism.. Has everyone thought this through? Boris Johnson and first lady Carrie....? Give me monarchy any day!,-1
58,@GMB On a lot of occasions I’ve noticed that whenever Boris Johnson is attending the queen does not go,-1
59,"@nroworth1980 @FJuvnor @metpoliceuk If someone murdered their neighbour 4 years ago and the evidence only just came to light you would expect the Police to act, investigate and a prosecution to follow….. but some people would rather change the law to save Boris Johnson’s fat arse…… fgs",-1
60,@Bath_SomerUKIP @SaveBritainUKIP Remainers are alive and kicking inside the Conservative Party. \nRemainers are plotting the downfall of Boris Johnson from within his own party. \nThe Brexiteers have been betrayed. \nJoin the UKIP Patriots. \n@DavidHadley1973,1
61,@simonsh82307626 @campbellclaret The moral compass of this country is demonstrated when a previous wrong by somebody else is constantly used by allies of Boris Johnson used to justify his law breaking.,-1
62,"@DavidOfshalott @TheGrandTourist @implausibleblog @andshoal Boris Johnson has claimed that the £350 million figure on the side of the Vote Leave bus during the Brexit campaign was actually ""a slight underestimate"".Responding to a grilling by MPs at the Commons Liaison Committee, the prime minister was asked whether he believed..",-1
63,"Despite the lack of the Queen, Boris Johnson will still be on hand to read a lesson from Philippians 4. A few words from it below.\n"" Finally..whatever is true, whatever dishonourable, whatever is just, whatever is pure,,  whatever is pleasing, whatever is commendable.....",0
64,@PeterStefanovi2 Translation: “it’s very important we support Boris Johnson because it’s the only way I’ll keep my job in cabinet”,-1
65,@Keir_Starmer Instead of constantly criticising Boris Johnson why are you not offering support and suggestions to the government.\nYou are not helping the situation we currently find ourselves in owing to the Covid impact and the current world economic problems.\nDo your job!,1
66,According to Jacob Rees-Mogg yesterday…\n\nBrexit is so utterly shite that it falls apart without Boris Johnson.,0
67,"@JamieBrysonCPNI Happy to take a labour ministerial post, happy to work for Boris Johnson, happy to fight a general election under jeremy corbyn, happy to share a stage with jim allister, happy to accept a peerage ...... She is rich",0
68,@premnsikka Instead of Boris Johnson - centred politics.,0
69,@chesterfc2011 @Rio_Doherty @8Povey Aww bless people getting offended by a person giving the finger to a waxwork Boris Johnson. Get a grip ffs,-1
70,@Keir_Starmer @UKLabour This will lose you votes faster than Boris Johnson or The Conservatives could ever take them away from you! Lesson not learned from 2019 General Election then! Get a clue!!,0
